chr	pos	pr_1_BFL	pr_1_HCC	pr_1_KPC	pr_1_LBJ	pr_6_BFL	pr_6_HCC	pr_6_KPC	pr_6_LBJ	reads_1_BFL	reads_1_HCC	reads_1_KPC	reads_1_LBJ	reads_6_BFL	reads_6_HCC	reads_6_KPC	reads_6_LBJ
Ha412HOChr01	2000000	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.2727272727272727	0.2	0.23529411764705882	0.13333333333333333	180	180	180	180	44	50	68	60
Ha412HOChr01	3000000	0.2328042328042328	0.2328042328042328	0.2328042328042328	0.2328042328042328	0.2926829268292683	0.23684210526315788	0.2571428571428571	0.23529411764705882	189	189	189	189	41	38	70	34
Ha412HOChr01	4000000	0.2328042328042328	0.2328042328042328	0.2328042328042328	0.2328042328042328	0.45454545454545453	0.2727272727272727	0.22058823529411764	0.35	189	189	189	189	55	44	68	40
Ha412HOChr01	5000000	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.3333333333333333	0.21428571428571427	0.22058823529411764	0.3488372093023256	180	180	180	180	48	42	68	43
Ha412HOChr01	6000000	0.24858757062146894	0.24858757062146894	0.24858757062146894	0.24858757062146894	0.2682926829268293	0.28125	0.24193548387096775	0.17391304347826086	177	177	177	177	41	32	62	23
Ha412HOChr01	7000000	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.1774193548387097	0.10588235294117647	0.2054794520547945	0.09259259259259259	180	180	180	180	62	85	73	54
Ha412HOChr01	8000000	0.24719101123595505	0.24719101123595505	0.24719101123595505	0.24719101123595505	0.26229508196721313	0.2127659574468085	0.23809523809523808	0.2459016393442623	178	178	178	178	61	47	63	61
Ha412HOChr01	9000000	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.36	0.21428571428571427	0.21739130434782608	0.2571428571428571	180	180	180	180	50	42	69	35
Ha412HOChr01	10000000	0.2430939226519337	0.2430939226519337	0.2430939226519337	0.2430939226519337	0.2682926829268293	0.21428571428571427	0.21739130434782608	0.17857142857142858	181	181	181	181	41	42	69	28
Ha412HOChr01	11000000	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.24444444444444444	0.275	0.2	0.21739130434782608	0.18518518518518517	180	180	180	180	40	45	69	27
