chr	pos	pr_1_BFL	pr_1_HCC	pr_1_KPC	pr_1_LBJ	pr_6_BFL	pr_6_HCC	pr_6_KPC	pr_6_LBJ	reads_1_BFL	reads_1_HCC	reads_1_KPC	reads_1_LBJ	reads_6_BFL	reads_6_HCC	reads_6_KPC	reads_6_LBJ
Ha412HOChr01	2000000	0.26666666666666666	0.26666666666666666	0.26666666666666666	0.26666666666666666	0.09090909090909091	0.14	0.19117647058823528	0.13333333333333333	180	180	180	180	44	50	68	60
Ha412HOChr01	3000000	0.24338624338624337	0.24338624338624337	0.24338624338624337	0.24338624338624337	0.07317073170731707	0.07894736842105263	0.15714285714285714	0.23529411764705882	189	189	189	189	41	38	70	34
Ha412HOChr01	4000000	0.24867724867724866	0.24867724867724866	0.24867724867724866	0.24867724867724866	0.05454545454545454	0.1590909090909091	0.16176470588235295	0.175	189	189	189	189	55	44	68	40
Ha412HOChr01	5000000	0.26666666666666666	0.26666666666666666	0.26666666666666666	0.26666666666666666	0.10416666666666667	0.19047619047619047	0.16176470588235295	0.20930232558139536	180	180	180	180	48	42	68	43
Ha412HOChr01	6000000	0.2711864406779661	0.2711864406779661	0.2711864406779661	0.2711864406779661	0.12195121951219512	0.25	0.1774193548387097	0.391304347826087	177	177	177	177	41	32	62	23
Ha412HOChr01	7000000	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.25806451612903225	0.1411764705882353	0.2328767123287671	0.37037037037037035	180	180	180	180	62	85	73	54
Ha412HOChr01	8000000	0.25280898876404495	0.25280898876404495	0.25280898876404495	0.25280898876404495	0.18032786885245902	0.10638297872340426	0.12698412698412698	0.14754098360655737	178	178	178	178	61	47	63	61
Ha412HOChr01	9000000	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.08	0.21428571428571427	0.21739130434782608	0.22857142857142856	180	180	180	180	50	42	69	35
Ha412HOChr01	10000000	0.2596685082872928	0.2596685082872928	0.2596685082872928	0.2596685082872928	0.0975609756097561	0.21428571428571427	0.21739130434782608	0.2857142857142857	181	181	181	181	41	42	69	28
Ha412HOChr01	11000000	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.1	0.2	0.21739130434782608	0.2962962962962963	180	180	180	180	40	45	69	27
Ha412HOChr01	12000000	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.08695652173913043	0.17777777777777778	0.16666666666666666	0.20588235294117646	180	180	180	180	46	45	66	34
Ha412HOChr01	13000000	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.08888888888888889	0.21052631578947367	0.1746031746031746	0.20588235294117646	180	180	180	180	45	38	63	34
