chr	pos	pr_1_BFL	pr_1_HCC	pr_1_KPC	pr_1_LBJ	pr_6_BFL	pr_6_HCC	pr_6_KPC	pr_6_LBJ	reads_1_BFL	reads_1_HCC	reads_1_KPC	reads_1_LBJ	reads_6_BFL	reads_6_HCC	reads_6_KPC	reads_6_LBJ
Ha412HOChr01	2000000	0.23333333333333334	0.23333333333333334	0.23333333333333334	0.23333333333333334	0.4772727272727273	0.64	0.4411764705882353	0.6333333333333333	180	180	180	180	44	50	68	60
Ha412HOChr01	3000000	0.2751322751322751	0.2751322751322751	0.2751322751322751	0.2751322751322751	0.4878048780487805	0.631578947368421	0.44285714285714284	0.3235294117647059	189	189	189	189	41	38	70	34
Ha412HOChr01	4000000	0.2751322751322751	0.2751322751322751	0.2751322751322751	0.2751322751322751	0.36363636363636365	0.5454545454545454	0.45588235294117646	0.275	189	189	189	189	55	44	68	40
Ha412HOChr01	5000000	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.3958333333333333	0.5714285714285714	0.45588235294117646	0.27906976744186046	180	180	180	180	48	42	68	43
Ha412HOChr01	6000000	0.24293785310734464	0.24293785310734464	0.24293785310734464	0.24293785310734464	0.4634146341463415	0.4375	0.45161290322580644	0.21739130434782608	177	177	177	177	41	32	62	23
Ha412HOChr01	7000000	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.45161290322580644	0.7411764705882353	0.4246575342465753	0.42592592592592593	180	180	180	180	62	85	73	54
Ha412HOChr01	8000000	0.24157303370786518	0.24157303370786518	0.24157303370786518	0.24157303370786518	0.4426229508196721	0.6595744680851063	0.49206349206349204	0.5081967213114754	178	178	178	178	61	47	63	61
Ha412HOChr01	9000000	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.42	0.5476190476190477	0.43478260869565216	0.34285714285714286	180	180	180	180	50	42	69	35
Ha412HOChr01	10000000	0.2430939226519337	0.2430939226519337	0.2430939226519337	0.2430939226519337	0.4634146341463415	0.5476190476190477	0.43478260869565216	0.32142857142857145	181	181	181	181	41	42	69	28
Ha412HOChr01	11000000	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.45	0.5777777777777777	0.43478260869565216	0.2962962962962963	180	180	180	180	40	45	69	27
Ha412HOChr01	12000000	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.391304347826087	0.5777777777777777	0.45454545454545453	0.23529411764705882	180	180	180	180	46	45	66	34
Ha412HOChr01	13000000	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.37777777777777777	0.5	0.42857142857142855	0.23529411764705882	180	180	180	180	45	38	63	34
Ha412HOChr01	14000000	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.2388888888888889	0.23943661971830985	0.3333333333333333	0.42857142857142855	0.10666666666666667	180	180	180	180	71	57	63	75
